address,round(avg(available_bikes)),HOUR,DOW,last_update
"High Street",1,12,Tuesday,"2018-04-03 12:05:57"
"High Street",3,13,Tuesday,"2018-04-03 13:09:20"
"High Street",2,14,Tuesday,"2018-04-03 14:00:03"
"High Street",7,15,Tuesday,"2018-04-03 15:08:59"
"High Street",19,16,Tuesday,"2018-04-03 16:06:30"
"High Street",17,17,Tuesday,"2018-04-03 17:02:17"
"High Street",18,18,Tuesday,"2018-04-03 18:05:33"
"High Street",17,19,Tuesday,"2018-04-03 19:00:27"
"High Street",15,20,Tuesday,"2018-04-03 20:06:10"
"High Street",14,21,Tuesday,"2018-04-03 21:01:12"
"High Street",10,22,Tuesday,"2018-04-03 22:07:40"
"High Street",9,23,Tuesday,"2018-04-03 23:08:16"
"High Street",6,6,Wednesday,"2018-04-04 06:03:16"
"High Street",1,7,Wednesday,"2018-04-04 07:07:35"
"High Street",0,8,Wednesday,"2018-04-04 08:02:28"
"High Street",11,9,Wednesday,"2018-04-04 09:03:24"
"High Street",20,10,Wednesday,"2018-04-04 10:08:55"
"High Street",21,11,Wednesday,"2018-04-04 11:09:50"
"High Street",19,12,Wednesday,"2018-04-04 12:04:13"
"High Street",20,13,Wednesday,"2018-04-04 13:08:10"
"High Street",21,14,Wednesday,"2018-04-04 14:00:25"
"High Street",22,15,Wednesday,"2018-04-04 15:05:04"
"High Street",22,16,Wednesday,"2018-04-04 16:04:28"
"High Street",17,17,Wednesday,"2018-04-04 17:10:27"
"High Street",16,18,Wednesday,"2018-04-04 18:03:30"
"High Street",17,19,Wednesday,"2018-04-04 19:03:54"
"High Street",17,20,Wednesday,"2018-04-04 20:06:20"
"High Street",16,21,Wednesday,"2018-04-04 21:07:23"
"High Street",17,22,Wednesday,"2018-04-04 22:00:48"
"High Street",15,23,Wednesday,"2018-04-04 23:03:14"
