address,round(avg(available_bikes)),HOUR,DOW,last_update
"Grangegorman Lower (South)",8,18,Monday,"2018-04-02 18:06:23"
"Grangegorman Lower (South)",8,19,Monday,"2018-04-02 19:07:20"
"Grangegorman Lower (South)",8,20,Monday,"2018-04-02 20:08:17"
"Grangegorman Lower (South)",8,21,Monday,"2018-04-02 21:09:14"
"Grangegorman Lower (South)",8,22,Monday,"2018-04-02 22:00:02"
"Grangegorman Lower (South)",8,23,Monday,"2018-04-02 23:01:00"
"Grangegorman Lower (South)",9,6,Tuesday,"2018-04-03 06:02:28"
"Grangegorman Lower (South)",11,7,Tuesday,"2018-04-03 07:06:18"
"Grangegorman Lower (South)",11,8,Tuesday,"2018-04-03 08:00:04"
"Grangegorman Lower (South)",12,9,Tuesday,"2018-04-03 09:11:21"
"Grangegorman Lower (South)",12,10,Tuesday,"2018-04-03 10:05:59"
"Grangegorman Lower (South)",12,11,Tuesday,"2018-04-03 11:01:59"
"Grangegorman Lower (South)",12,12,Tuesday,"2018-04-03 12:09:38"
"Grangegorman Lower (South)",10,13,Tuesday,"2018-04-03 13:10:06"
"Grangegorman Lower (South)",11,14,Tuesday,"2018-04-03 14:03:33"
"Grangegorman Lower (South)",11,15,Tuesday,"2018-04-03 15:06:50"
"Grangegorman Lower (South)",9,16,Tuesday,"2018-04-03 16:04:24"
"Grangegorman Lower (South)",7,17,Tuesday,"2018-04-03 17:02:57"
"Grangegorman Lower (South)",7,18,Tuesday,"2018-04-03 18:09:10"
"Grangegorman Lower (South)",6,19,Tuesday,"2018-04-03 19:04:23"
"Grangegorman Lower (South)",4,20,Tuesday,"2018-04-03 20:03:30"
"Grangegorman Lower (South)",4,21,Tuesday,"2018-04-03 21:04:23"
"Grangegorman Lower (South)",4,22,Tuesday,"2018-04-03 22:05:12"
"Grangegorman Lower (South)",4,23,Tuesday,"2018-04-03 23:06:06"
"Grangegorman Lower (South)",4,6,Wednesday,"2018-04-04 06:04:42"
"Grangegorman Lower (South)",4,7,Wednesday,"2018-04-04 07:06:32"
"Grangegorman Lower (South)",4,8,Wednesday,"2018-04-04 08:09:20"
"Grangegorman Lower (South)",6,9,Wednesday,"2018-04-04 09:09:05"
"Grangegorman Lower (South)",6,10,Wednesday,"2018-04-04 10:00:39"
"Grangegorman Lower (South)",6,11,Wednesday,"2018-04-04 11:02:26"
"Grangegorman Lower (South)",5,12,Wednesday,"2018-04-04 12:09:14"
"Grangegorman Lower (South)",5,13,Wednesday,"2018-04-04 13:01:00"
"Grangegorman Lower (South)",5,14,Wednesday,"2018-04-04 14:07:17"
"Grangegorman Lower (South)",4,15,Wednesday,"2018-04-04 15:03:40"
"Grangegorman Lower (South)",3,16,Wednesday,"2018-04-04 16:05:31"
"Grangegorman Lower (South)",1,17,Wednesday,"2018-04-04 17:06:02"
"Grangegorman Lower (South)",1,18,Wednesday,"2018-04-04 18:00:23"
"Grangegorman Lower (South)",0,19,Wednesday,"2018-04-04 19:05:47"
"Grangegorman Lower (South)",0,20,Wednesday,"2018-04-04 20:07:15"
"Grangegorman Lower (South)",0,21,Wednesday,"2018-04-04 21:08:46"
"Grangegorman Lower (South)",0,22,Wednesday,"2018-04-04 22:05:04"
"Grangegorman Lower (South)",0,23,Wednesday,"2018-04-04 23:05:58"
