address,round(avg(available_bikes)),HOUR,DOW,last_update
"King Street North",30,22,Tuesday,"2018-04-03 22:09:46"
"King Street North",30,23,Tuesday,"2018-04-03 23:02:16"
"King Street North",23,6,Wednesday,"2018-04-04 06:03:05"
"King Street North",13,7,Wednesday,"2018-04-04 07:02:03"
"King Street North",9,8,Wednesday,"2018-04-04 08:04:13"
"King Street North",6,9,Wednesday,"2018-04-04 09:06:51"
"King Street North",2,10,Wednesday,"2018-04-04 10:01:59"
"King Street North",0,11,Wednesday,"2018-04-04 11:01:24"
"King Street North",0,12,Wednesday,"2018-04-04 12:05:28"
"King Street North",1,13,Wednesday,"2018-04-04 13:04:41"
"King Street North",1,14,Wednesday,"2018-04-04 14:05:59"
"King Street North",1,15,Wednesday,"2018-04-04 15:00:32"
"King Street North",2,16,Wednesday,"2018-04-04 16:00:59"
"King Street North",7,17,Wednesday,"2018-04-04 17:04:53"
"King Street North",8,18,Wednesday,"2018-04-04 18:00:52"
"King Street North",15,19,Wednesday,"2018-04-04 19:06:40"
"King Street North",17,20,Wednesday,"2018-04-04 20:03:04"
"King Street North",20,21,Wednesday,"2018-04-04 21:03:53"
"King Street North",23,22,Wednesday,"2018-04-04 22:09:33"
"King Street North",25,23,Wednesday,"2018-04-04 23:01:22"
