address,round(avg(available_bikes)),HOUR,DOW,last_update
"Hardwicke Place",4,16,Monday,"2018-04-02 16:04:34"
"Hardwicke Place",2,17,Monday,"2018-04-02 17:04:00"
"Hardwicke Place",3,18,Monday,"2018-04-02 18:03:59"
"Hardwicke Place",3,19,Monday,"2018-04-02 19:04:54"
"Hardwicke Place",2,20,Monday,"2018-04-02 20:00:11"
"Hardwicke Place",2,21,Monday,"2018-04-02 21:01:06"
"Hardwicke Place",1,22,Monday,"2018-04-02 22:07:37"
"Hardwicke Place",1,23,Monday,"2018-04-02 23:04:23"
"Hardwicke Place",17,6,Tuesday,"2018-04-03 06:07:19"
"Hardwicke Place",9,7,Tuesday,"2018-04-03 07:06:40"
"Hardwicke Place",0,8,Tuesday,"2018-04-03 08:00:10"
"Hardwicke Place",5,9,Tuesday,"2018-04-03 09:06:04"
"Hardwicke Place",14,10,Tuesday,"2018-04-03 10:08:27"
"Hardwicke Place",14,11,Tuesday,"2018-04-03 11:02:38"
"Hardwicke Place",15,12,Tuesday,"2018-04-03 12:00:08"
"Hardwicke Place",16,13,Tuesday,"2018-04-03 13:04:13"
"Hardwicke Place",13,14,Tuesday,"2018-04-03 14:08:44"
"Hardwicke Place",8,15,Tuesday,"2018-04-03 15:01:11"
"Hardwicke Place",1,16,Tuesday,"2018-04-03 16:04:34"
"Hardwicke Place",3,17,Tuesday,"2018-04-03 17:05:06"
"Hardwicke Place",6,18,Tuesday,"2018-04-03 18:02:24"
"Hardwicke Place",21,19,Tuesday,"2018-04-03 19:10:38"
"Hardwicke Place",25,20,Tuesday,"2018-04-03 20:07:36"
"Hardwicke Place",25,21,Tuesday,"2018-04-03 21:05:58"
"Hardwicke Place",25,22,Tuesday,"2018-04-03 22:03:11"
"Hardwicke Place",25,23,Tuesday,"2018-04-03 23:00:06"
"Hardwicke Place",20,6,Wednesday,"2018-04-04 06:03:24"
"Hardwicke Place",19,7,Wednesday,"2018-04-04 07:02:45"
"Hardwicke Place",13,8,Wednesday,"2018-04-04 08:04:19"
"Hardwicke Place",8,9,Wednesday,"2018-04-04 09:04:07"
"Hardwicke Place",8,10,Wednesday,"2018-04-04 10:00:57"
"Hardwicke Place",4,11,Wednesday,"2018-04-04 11:02:27"
"Hardwicke Place",7,12,Wednesday,"2018-04-04 12:06:56"
"Hardwicke Place",13,13,Wednesday,"2018-04-04 13:04:13"
"Hardwicke Place",25,14,Wednesday,"2018-04-04 14:07:50"
"Hardwicke Place",24,15,Wednesday,"2018-04-04 15:11:10"
"Hardwicke Place",23,16,Wednesday,"2018-04-04 16:06:16"
"Hardwicke Place",24,17,Wednesday,"2018-04-04 17:00:36"
"Hardwicke Place",23,18,Wednesday,"2018-04-04 18:08:25"
"Hardwicke Place",24,19,Wednesday,"2018-04-04 19:07:01"
"Hardwicke Place",25,20,Wednesday,"2018-04-04 20:01:14"
"Hardwicke Place",25,21,Wednesday,"2018-04-04 21:05:21"
"Hardwicke Place",25,22,Wednesday,"2018-04-04 22:00:09"
"Hardwicke Place",24,23,Wednesday,"2018-04-04 23:01:04"
