address,round(avg(available_bikes)),HOUR,DOW,last_update
"Heuston Bridge (North)",30,9,Monday,"2018-04-02 09:03:03"
"Heuston Bridge (North)",28,10,Monday,"2018-04-02 10:00:16"
"Heuston Bridge (North)",29,11,Monday,"2018-04-02 11:01:12"
"Heuston Bridge (North)",29,12,Monday,"2018-04-02 12:07:09"
"Heuston Bridge (North)",29,13,Monday,"2018-04-02 13:08:05"
"Heuston Bridge (North)",29,14,Monday,"2018-04-02 14:09:04"
"Heuston Bridge (North)",30,15,Monday,"2018-04-02 15:01:08"
"Heuston Bridge (North)",28,16,Monday,"2018-04-02 16:05:02"
"Heuston Bridge (North)",28,17,Monday,"2018-04-02 17:09:47"
"Heuston Bridge (North)",30,18,Monday,"2018-04-02 18:06:48"
"Heuston Bridge (North)",29,19,Monday,"2018-04-02 19:01:02"
"Heuston Bridge (North)",27,20,Monday,"2018-04-02 20:01:50"
"Heuston Bridge (North)",24,21,Monday,"2018-04-02 21:04:37"
"Heuston Bridge (North)",21,22,Monday,"2018-04-02 22:02:24"
"Heuston Bridge (North)",21,23,Monday,"2018-04-02 23:08:53"
"Heuston Bridge (North)",12,6,Tuesday,"2018-04-03 06:06:15"
"Heuston Bridge (North)",0,7,Tuesday,"2018-04-03 07:01:19"
"Heuston Bridge (North)",0,8,Tuesday,"2018-04-03 08:00:53"
"Heuston Bridge (North)",0,9,Tuesday,"2018-04-03 09:01:48"
"Heuston Bridge (North)",0,10,Tuesday,"2018-04-03 10:01:50"
"Heuston Bridge (North)",1,11,Tuesday,"2018-04-03 11:02:48"
"Heuston Bridge (North)",1,12,Tuesday,"2018-04-03 12:01:31"
"Heuston Bridge (North)",1,13,Tuesday,"2018-04-03 13:04:25"
"Heuston Bridge (North)",4,14,Tuesday,"2018-04-03 14:00:19"
"Heuston Bridge (North)",4,15,Tuesday,"2018-04-03 15:09:31"
"Heuston Bridge (North)",20,16,Tuesday,"2018-04-03 16:04:06"
"Heuston Bridge (North)",37,17,Tuesday,"2018-04-03 17:02:30"
"Heuston Bridge (North)",40,18,Tuesday,"2018-04-03 18:02:26"
"Heuston Bridge (North)",40,19,Tuesday,"2018-04-03 19:08:37"
"Heuston Bridge (North)",40,20,Tuesday,"2018-04-03 20:09:32"
"Heuston Bridge (North)",39,21,Tuesday,"2018-04-03 21:03:08"
"Heuston Bridge (North)",39,22,Tuesday,"2018-04-03 22:04:07"
"Heuston Bridge (North)",39,23,Tuesday,"2018-04-03 23:05:03"
"Heuston Bridge (North)",37,6,Wednesday,"2018-04-04 06:07:04"
"Heuston Bridge (North)",20,7,Wednesday,"2018-04-04 07:06:54"
"Heuston Bridge (North)",9,8,Wednesday,"2018-04-04 08:00:47"
"Heuston Bridge (North)",10,9,Wednesday,"2018-04-04 09:04:06"
"Heuston Bridge (North)",10,10,Wednesday,"2018-04-04 10:07:08"
"Heuston Bridge (North)",9,11,Wednesday,"2018-04-04 11:01:54"
"Heuston Bridge (North)",10,12,Wednesday,"2018-04-04 12:03:42"
"Heuston Bridge (North)",14,13,Wednesday,"2018-04-04 13:04:20"
"Heuston Bridge (North)",15,14,Wednesday,"2018-04-04 14:05:30"
"Heuston Bridge (North)",13,15,Wednesday,"2018-04-04 15:08:50"
"Heuston Bridge (North)",24,16,Wednesday,"2018-04-04 16:11:23"
"Heuston Bridge (North)",33,17,Wednesday,"2018-04-04 17:10:07"
"Heuston Bridge (North)",30,18,Wednesday,"2018-04-04 18:08:42"
"Heuston Bridge (North)",31,19,Wednesday,"2018-04-04 19:01:57"
"Heuston Bridge (North)",35,20,Wednesday,"2018-04-04 20:07:21"
"Heuston Bridge (North)",36,21,Wednesday,"2018-04-04 21:04:00"
"Heuston Bridge (North)",37,22,Wednesday,"2018-04-04 22:03:02"
"Heuston Bridge (North)",40,23,Wednesday,"2018-04-04 23:04:56"
