address,round(avg(available_bikes)),HOUR,DOW,last_update
"Heuston Bridge (South)",9,9,Monday,"2018-04-02 09:07:51"
"Heuston Bridge (South)",7,10,Monday,"2018-04-02 10:03:52"
"Heuston Bridge (South)",7,11,Monday,"2018-04-02 11:08:57"
"Heuston Bridge (South)",9,12,Monday,"2018-04-02 12:00:07"
"Heuston Bridge (South)",10,13,Monday,"2018-04-02 13:06:55"
"Heuston Bridge (South)",9,14,Monday,"2018-04-02 14:07:17"
"Heuston Bridge (South)",8,15,Monday,"2018-04-02 15:09:00"
"Heuston Bridge (South)",5,16,Monday,"2018-04-02 16:06:53"
"Heuston Bridge (South)",1,17,Monday,"2018-04-02 17:08:36"
"Heuston Bridge (South)",1,18,Monday,"2018-04-02 18:00:35"
"Heuston Bridge (South)",0,19,Monday,"2018-04-02 19:01:43"
"Heuston Bridge (South)",0,20,Monday,"2018-04-02 20:02:38"
"Heuston Bridge (South)",0,21,Monday,"2018-04-02 21:06:49"
"Heuston Bridge (South)",0,22,Monday,"2018-04-02 22:07:45"
"Heuston Bridge (South)",0,23,Monday,"2018-04-02 23:08:40"
"Heuston Bridge (South)",9,6,Tuesday,"2018-04-03 06:02:29"
"Heuston Bridge (South)",5,7,Tuesday,"2018-04-03 07:04:15"
"Heuston Bridge (South)",9,8,Tuesday,"2018-04-03 08:06:43"
"Heuston Bridge (South)",7,9,Tuesday,"2018-04-03 09:02:33"
"Heuston Bridge (South)",1,10,Tuesday,"2018-04-03 10:06:31"
"Heuston Bridge (South)",1,11,Tuesday,"2018-04-03 11:08:48"
"Heuston Bridge (South)",0,12,Tuesday,"2018-04-03 12:06:58"
"Heuston Bridge (South)",0,13,Tuesday,"2018-04-03 13:08:31"
"Heuston Bridge (South)",5,14,Tuesday,"2018-04-03 14:00:52"
"Heuston Bridge (South)",16,15,Tuesday,"2018-04-03 15:03:10"
"Heuston Bridge (South)",20,16,Tuesday,"2018-04-03 16:04:23"
"Heuston Bridge (South)",19,17,Tuesday,"2018-04-03 17:00:17"
"Heuston Bridge (South)",12,18,Tuesday,"2018-04-03 18:05:08"
"Heuston Bridge (South)",7,19,Tuesday,"2018-04-03 19:05:20"
"Heuston Bridge (South)",9,20,Tuesday,"2018-04-03 20:06:31"
"Heuston Bridge (South)",10,21,Tuesday,"2018-04-03 21:03:41"
"Heuston Bridge (South)",9,22,Tuesday,"2018-04-03 22:06:29"
"Heuston Bridge (South)",8,23,Tuesday,"2018-04-03 23:02:40"
"Heuston Bridge (South)",17,6,Wednesday,"2018-04-04 06:09:54"
"Heuston Bridge (South)",1,7,Wednesday,"2018-04-04 07:00:44"
"Heuston Bridge (South)",14,8,Wednesday,"2018-04-04 08:04:24"
"Heuston Bridge (South)",14,9,Wednesday,"2018-04-04 09:00:19"
"Heuston Bridge (South)",14,10,Wednesday,"2018-04-04 10:02:14"
"Heuston Bridge (South)",14,11,Wednesday,"2018-04-04 11:10:15"
"Heuston Bridge (South)",13,12,Wednesday,"2018-04-04 12:03:16"
"Heuston Bridge (South)",12,13,Wednesday,"2018-04-04 13:06:59"
"Heuston Bridge (South)",12,14,Wednesday,"2018-04-04 14:00:04"
"Heuston Bridge (South)",20,15,Wednesday,"2018-04-04 15:06:22"
"Heuston Bridge (South)",22,16,Wednesday,"2018-04-04 16:00:19"
"Heuston Bridge (South)",19,17,Wednesday,"2018-04-04 17:01:27"
"Heuston Bridge (South)",21,18,Wednesday,"2018-04-04 18:01:29"
"Heuston Bridge (South)",25,19,Wednesday,"2018-04-04 19:02:37"
"Heuston Bridge (South)",24,20,Wednesday,"2018-04-04 20:07:37"
"Heuston Bridge (South)",22,21,Wednesday,"2018-04-04 21:04:47"
"Heuston Bridge (South)",22,22,Wednesday,"2018-04-04 22:04:45"
"Heuston Bridge (South)",22,23,Wednesday,"2018-04-04 23:02:36"
