address,round(avg(available_bikes)),HOUR,DOW,last_update
"Herbert Place",6,15,Tuesday,"2018-04-03 15:04:20"
"Herbert Place",3,16,Tuesday,"2018-04-03 16:03:05"
"Herbert Place",3,17,Tuesday,"2018-04-03 17:05:33"
"Herbert Place",9,18,Tuesday,"2018-04-03 18:00:34"
"Herbert Place",2,19,Tuesday,"2018-04-03 19:05:15"
"Herbert Place",1,20,Tuesday,"2018-04-03 20:06:03"
"Herbert Place",0,21,Tuesday,"2018-04-03 21:10:48"
"Herbert Place",0,22,Tuesday,"2018-04-03 22:03:48"
"Herbert Place",0,23,Tuesday,"2018-04-03 23:04:24"
"Herbert Place",13,6,Wednesday,"2018-04-04 06:02:48"
"Herbert Place",22,7,Wednesday,"2018-04-04 07:02:22"
"Herbert Place",28,8,Wednesday,"2018-04-04 08:04:24"
"Herbert Place",23,9,Wednesday,"2018-04-04 09:03:54"
"Herbert Place",25,10,Wednesday,"2018-04-04 10:02:07"
"Herbert Place",27,11,Wednesday,"2018-04-04 11:04:35"
"Herbert Place",25,12,Wednesday,"2018-04-04 12:05:10"
"Herbert Place",26,13,Wednesday,"2018-04-04 13:05:17"
"Herbert Place",22,14,Wednesday,"2018-04-04 14:05:37"
"Herbert Place",16,15,Wednesday,"2018-04-04 15:06:25"
"Herbert Place",1,16,Wednesday,"2018-04-04 16:01:28"
"Herbert Place",6,17,Wednesday,"2018-04-04 17:11:34"
"Herbert Place",11,18,Wednesday,"2018-04-04 18:01:30"
"Herbert Place",3,19,Wednesday,"2018-04-04 19:01:05"
"Herbert Place",1,20,Wednesday,"2018-04-04 20:04:54"
"Herbert Place",2,21,Wednesday,"2018-04-04 21:05:43"
"Herbert Place",1,22,Wednesday,"2018-04-04 22:06:52"
"Herbert Place",1,23,Wednesday,"2018-04-04 23:04:00"
