77,2,18,77,77,53355610,-6261397,DENMARK STREET GREAT,59,2018-03-12T16:55:54.934000Z,20180312165813
78,16,14,78,78,53342081,-6275233,FRANCIS STREET,73,2018-03-12T16:55:54.913000Z,20180312165813
79,5,25,79,79,53359624,-6260348,NORTH CIRCULAR ROAD,60,2018-03-12T16:55:54.918000Z,20180312165813
80,37,3,80,80,53346867,-6230852,THE POINT,67,2018-03-12T16:55:54.907000Z,20180312165813
81,6,24,81,81,53341805,-6305085,KILMAINHAM LANE,96,2018-03-12T16:55:54.927000Z,20180312165813
82,0,20,82,82,53356769,-6268140,BLESSINGTON STREET,2,2018-03-12T16:55:54.945000Z,20180312165813
83,5,35,83,83,53343897,-6297060,ROYAL HOSPITAL,95,2018-03-12T16:55:54.935000Z,20180312165813
84,2,36,84,84,53347477,-6285250,COLLINS BARRACKS MUSEUM,87,2018-03-12T16:55:54.897000Z,20180312165813
85,3,27,85,85,53348800,-6281637,BLACKHALL PLACE,88,2018-03-12T16:55:54.968000Z,20180312165813
86,3,37,86,86,53342113,-6310015,KILMAINHAM GAOL,97,2018-03-12T16:55:54.911000Z,20180312165813
87,0,40,87,87,53346985,-6297804,HEUSTON STATION (CAR PARK),94,2018-03-12T16:55:54.936000Z,20180312165813
88,0,0,88,88,53344153,-6233451,BENSON STREET,90,2018-03-12T16:55:54.899000Z,20180312165813
89,20,10,89,89,53341515,-6256853,FREDERICK STREET SOUTH,98,2018-03-12T16:55:54.892000Z,20180312165813
90,18,12,90,90,53341833,-6231291,SOUTH DOCK ROAD,91,2018-03-12T16:55:54.904000Z,20180312165813
91,0,40,91,91,53339983,-6295594,ST. JAMES HOSPITAL (CENTRAL),81,2018-03-12T16:55:54.890000Z,20180312165813
92,3,37,92,92,53347802,-6292432,HEUSTON BRIDGE (NORTH),92,2018-03-12T16:55:54.967000Z,20180312165813
93,1,21,93,93,53341645,-6297190,MOUNT BROWN,82,2018-03-12T16:55:54.928000Z,20180312165813
94,0,30,94,94,53334123,-6265436,GRANTHAM STREET,18,2018-03-12T16:55:54.885000Z,20180312165813
95,21,2,95,95,53339629,-6243778,GRATTAN STREET,57,2018-03-12T16:55:54.957000Z,20180312165813
96,9,7,96,96,53355473,-6264423,HARDWICKE STREET,15,2018-03-12T16:55:54.948000Z,20180312165813
97,8,28,97,97,53334030,-6260714,HATCH STREET,55,2018-03-12T16:55:54.908000Z,20180312165813
98,4,16,98,98,53340803,-6267732,GOLDEN LANE,17,2018-03-12T16:55:54.901000Z,20180312165813
99,9,22,99,99,53340927,-6262501,CLARENDON ROW,1,2018-03-12T16:55:54.894000Z,20180312165813
0,34,1,0,0,53341428,-6246720,FENIAN STREET,63,2018-03-12T17:02:59.591000Z,20180312170314
1,26,4,1,1,53346637,-6246154,CITY QUAY,99,2018-03-12T17:02:59.592000Z,20180312170314
2,0,0,2,2,53335211,-6250900,FITZWILLIAM SQUARE EAST,89,2018-03-12T17:02:59.640000Z,20180312170314
3,7,23,3,3,53339005,-6300217,BROOKFIELD ROAD,84,2018-03-12T17:02:59.586000Z,20180312170314
4,2,38,4,4,53340714,-6308191,EMMET ROAD,83,2018-03-12T17:02:59.650000Z,20180312170314
5,7,28,5,5,53338776,-6303950,ROTHE ABBEY,85,2018-03-12T17:02:59.638000Z,20180312170314
6,1,29,6,6,53350291,-6273507,KING STREET NORTH,101,2018-03-12T17:02:59.609000Z,20180312170314
7,4,16,7,7,53346874,-6272976,GREEK STREET,4,2018-03-12T17:02:59.601000Z,20180312170314
8,6,34,8,8,53354929,-6269425,WESTERN WAY,102,2018-03-12T17:02:59.605000Z,20180312170314
9,26,14,9,9,53330662,-6260177,CHARLEMONT PLACE,5,2018-03-12T17:02:59.596000Z,20180312170314
10,10,28,10,10,53347972,-6291804,PARKGATE STREET,86,2018-03-12T17:02:59.632000Z,20180312170314
11,14,15,11,11,53343565,-6275071,HIGH STREET,7,2018-03-12T17:02:59.603000Z,20180312170314
12,15,10,12,12,53347106,-6292041,HEUSTON BRIDGE (SOUTH),100,2018-03-12T17:02:59.635000Z,20180312170314
13,14,16,13,13,53330362,-6265163,PORTOBELLO HARBOUR,34,2018-03-12T17:02:59.627000Z,20180312170314
14,2,25,14,14,53358115,-6265601,ECCLES STREET EAST,79,2018-03-12T17:02:59.617000Z,20180312170314
15,9,21,15,15,53339434,-6246548,MERRION SQUARE EAST,25,2018-03-12T17:02:59.618000Z,20180312170314
16,0,30,16,16,53347692,-6278214,SMITHFIELD,35,2018-03-12T17:02:59.633000Z,20180312170314
17,6,24,17,17,53330091,-6268044,PORTOBELLO ROAD,43,2018-03-12T17:02:59.576000Z,20180312170314
18,30,0,18,18,53347884,-6248048,CUSTOM HOUSE QUAY,8,2018-03-12T17:02:59.611000Z,20180312170314
19,20,0,19,19,53339764,-6251988,MERRION SQUARE WEST,26,2018-03-12T17:02:59.630000Z,20180312170314
20,5,20,20,20,53357043,-6263232,HARDWICKE PLACE,61,2018-03-12T17:02:59.598000Z,20180312170314
21,31,9,21,21,53337824,-6256035,ST. STEPHEN'S GREEN EAST,36,2018-03-12T17:02:59.623000Z,20180312170314
22,0,20,22,22,53341288,-6258117,MOLESWORTH STREET,27,2018-03-12T17:02:59.612000Z,20180312170314
23,3,27,23,23,53358437,-6260641,UPPER SHERRARD STREET,44,2018-03-12T17:02:59.639000Z,20180312170314
24,3,27,24,24,53356299,-6258586,MOUNTJOY SQUARE WEST,28,2018-03-12T17:02:59.648000Z,20180312170314
25,34,6,25,25,53346026,-6243576,LIME STREET,62,2018-03-12T17:02:59.596000Z,20180312170314
26,19,5,26,26,53343034,-6263578,EXCHEQUER STREET,9,2018-03-12T17:02:59.593000Z,20180312170314
27,10,19,27,27,53346057,-6268001,ORMOND QUAY UPPER,29,2018-03-12T17:02:59.647000Z,20180312170314
28,4,36,28,28,53347122,-6234749,NEW CENTRAL BANK,66,2018-03-12T17:02:59.608000Z,20180312170314
29,10,6,29,29,53344007,-6266802,DAME STREET,10,2018-03-12T17:02:59.634000Z,20180312170314
30,0,20,30,30,53353462,-6265305,PARNELL SQUARE NORTH,30,2018-03-12T17:02:59.567000Z,20180312170314
31,15,15,31,31,53351464,-6255265,DEVERELL PLACE,45,2018-03-12T17:02:59.589000Z,20180312170314
32,0,30,32,32,53334019,-6258371,EARLSFORT TERRACE,11,2018-03-12T17:02:59.587000Z,20180312170314
33,0,20,33,33,53351182,-6269859,BOLTON STREET,3,2018-03-12T17:02:59.644000Z,20180312170314
34,8,12,34,34,53359246,-6269779,ECCLES STREET,12,2018-03-12T17:02:59.626000Z,20180312170314
35,3,17,35,35,53352149,-6260533,CATHAL BRUGHA STREET,24,2018-03-12T17:02:59.636000Z,20180312170314
36,4,31,36,36,53347082,-6264192,STRAND STREET GREAT,46,2018-03-12T17:02:59.644000Z,20180312170314
37,11,19,37,37,53336074,-6252825,FITZWILLIAM SQUARE WEST,13,2018-03-12T17:02:59.575000Z,20180312170314
38,23,7,38,38,53344603,-6263371,FOWNES STREET UPPER,14,2018-03-12T17:02:59.580000Z,20180312170314
39,28,12,39,39,53335742,-6245510,HERBERT STREET,47,2018-03-12T17:02:59.610000Z,20180312170314
40,3,17,40,40,53350929,-6265125,PARNELL STREET,31,2018-03-12T17:02:59.578000Z,20180312170314
41,0,30,41,41,53337494,-6261990,ST. STEPHEN'S GREEN SOUTH,37,2018-03-12T17:02:59.620000Z,20180312170314
42,22,8,42,42,53344304,-6250427,PEARSE STREET,32,2018-03-12T17:02:59.571000Z,20180312170314
43,33,7,43,43,53347777,-6244239,EXCISE WALK,48,2018-03-12T17:02:59.573000Z,20180312170314
44,15,25,44,44,53350974,-6252940,TALBOT STREET,38,2018-03-12T17:02:59.606000Z,20180312170314
