30/03/2018 13:24,Friday,13,20,Brookfield Road,5
30/03/2018 14:24,Friday,14,20,Brookfield Road,7
30/03/2018 15:24,Friday,15,0,Brookfield Road,9
30/03/2018 16:24,Friday,16,0,Brookfield Road,8
30/03/2018 17:24,Friday,17,20,Brookfield Road,10
30/03/2018 18:24,Friday,18,0,Brookfield Road,9
30/03/2018 19:24,Friday,19,0,Brookfield Road,9
30/03/2018 20:24,Friday,20,0,Brookfield Road,9
30/03/2018 21:24,Friday,21,0,Brookfield Road,11
30/03/2018 22:24,Friday,22,0,Brookfield Road,11
30/03/2018 23:24,Friday,23,0,Brookfield Road,11
31/03/2018 06:24,Saturday,6,0,Brookfield Road,11
31/03/2018 07:24,Saturday,7,0,Brookfield Road,9
31/03/2018 08:24,Saturday,8,0,Brookfield Road,8
31/03/2018 09:24,Saturday,9,0,Brookfield Road,5
31/03/2018 10:24,Saturday,10,0,Brookfield Road,4
31/03/2018 11:24,Saturday,11,0,Brookfield Road,16
31/03/2018 12:24,Saturday,12,0,Brookfield Road,14
31/03/2018 13:24,Saturday,13,0,Brookfield Road,12
31/03/2018 14:24,Saturday,14,0,Brookfield Road,12
31/03/2018 15:24,Saturday,15,0,Brookfield Road,11
31/03/2018 16:24,Saturday,16,0,Brookfield Road,12
31/03/2018 17:24,Saturday,17,0,Brookfield Road,17
31/03/2018 18:24,Saturday,18,0,Brookfield Road,17
31/03/2018 19:24,Saturday,19,0,Brookfield Road,15
31/03/2018 20:24,Saturday,20,0,Brookfield Road,15
31/03/2018 21:24,Saturday,21,0,Brookfield Road,16
31/03/2018 22:24,Saturday,22,0,Brookfield Road,17
31/03/2018 23:24,Saturday,23,0,Brookfield Road,20
01/04/2018 06:24,Sunday,6,30,Brookfield Road,21
01/04/2018 07:24,Sunday,7,30,Brookfield Road,19
01/04/2018 08:24,Sunday,8,0,Brookfield Road,18
01/04/2018 09:24,Sunday,9,0,Brookfield Road,17
01/04/2018 10:24,Sunday,10,0,Brookfield Road,14
01/04/2018 11:24,Sunday,11,0,Brookfield Road,10
01/04/2018 12:24,Sunday,12,0,Brookfield Road,5
01/04/2018 13:24,Sunday,13,0,Brookfield Road,2
01/04/2018 14:24,Sunday,14,0,Brookfield Road,1
01/04/2018 15:24,Sunday,15,0,Brookfield Road,0
01/04/2018 16:24,Sunday,16,0,Brookfield Road,0
01/04/2018 17:24,Sunday,17,0,Brookfield Road,1
01/04/2018 18:24,Sunday,18,0,Brookfield Road,1
01/04/2018 19:24,Sunday,19,0,Brookfield Road,0
01/04/2018 20:24,Sunday,20,45,Brookfield Road,0
01/04/2018 21:24,Sunday,21,50,Brookfield Road,2
01/04/2018 22:24,Sunday,22,50,Brookfield Road,2
